A domestic dog sells some conch a nonprofit organization.,-1,conch cannot enter into a transaction; not sentient enough,SentientAgent,FALSE,
Some freshwater will cut some saline solution.,1,,,FALSE,
A human adult was famishing a mammal.,1,weird,,FALSE,
A human baby is reproducing a cotton.,-1,baybe cannot work,HumanAdult,FALSE,
Christian votes.,2,,,FALSE,
Some thiamine won't compound with some calcium chloride.,1,,,FALSE,
A human won't be giving a coat to 9 human adults.,1,,,FALSE,
A finger roughens a triquetral bone.,1,,,FALSE,
A hospital organization was finding from a museum.,0,syntax /grammar makes it unclear,,FALSE,
A bed frame drills a mouth.,-2,bed has no agency; drilling requires sentience,SentientAgent,FALSE,
A steeple shuts.,1,,,FALSE,
Some freshwater isn't reducing some saline solution.,1,,,FALSE,
A machine is bearing the hole.,1,,,FALSE,
Some ice will freeze.,2,,,FALSE,
A mosquito was attacking.,2,,,FALSE,
A human child was presenting a video cassette to null.,NULL,,,FALSE,
A human was communicating with Phil.,2,,,FALSE,
9.920 grams of rock will crunch some salt.,1,,,FALSE,
Agnes atrophied 9 right true rib 3 bones.,-3,bones atrophy; not transitive verb,,FALSE,
A human child ties a head to a contact site.,1,,,FALSE,
A vertebrate has not saw 9 kangaroos.,1,,,FALSE,
Who will be creating an art museum?,2,,,FALSE,
Brian was painting a river.,2,,,FALSE,
Murphy was outraging Agatha.,2,,,FALSE,
A man will pip nine mental branch arterys.,1,,,FALSE,
A crustacean was spraying some soda.,1,,,FALSE,
A human child vandalises 3 upper legs.,1,,,FALSE,
A human baby is xeroxing an alveolus.,1,,,FALSE,
A human youth stores 8.57 teus of potable water.,2,,,FALSE,
Travis looked for a a measuring device.,2,,,FALSE,
Who was not giving some bird egg to null?,NULL,,,FALSE,
A Free Presbyterian church of Scotland is losing some viral genome.,1,church typically not in possession of viral genome,,FALSE,
A water buffalo will duck to avoid a a rugby team.,1,,,FALSE,
Who is exhibitting a maneuver to null?,NULL,,,FALSE,
A human will imbibe 4.550 teus of coffee.,1,,,FALSE,
A human was placing eight currency bills.,2,,,FALSE,
A human adult buys a lower branches of the space anastomoses artery an afghan afghani coin.,-1,artery cannot receive a gift; only sentient beings receive gifts,,FALSE,
A human baby was interviewing Amselm.,2,,,FALSE,
A human baby was bawling.,2,,,FALSE,
Eight human children were not wading through a creek.,2,,,FALSE,
Who will judge a sidewalk?,2,,,FALSE,
Rachel will be fishing a skate.,1,for skate,,FALSE,
Bunny designates a man to accomplish a scallop.,-3,"accomplish a task, not an object; scallop is an object/entity (not process)",Process,FALSE,
A fuel pump doesn't immunize Josephine with a palmar carpal arch artery.,-2,fuel pump cannot immunize anything,SentientAgent,FALSE,
Who lends an university to null?,NULL,,,FALSE,
Seven warm blooded vertebrates observes at three warm blooded vertebrates.,1,,,FALSE,
A human adult will be shooting some vitamin B5 into three hominids.,1,,,FALSE,
Isabel recollects a medical science.,1,,,FALSE,
A crocodile was perceiving a seaweed.,1,,,FALSE,
A domestic animal will bury a toe.,1,,,FALSE,
UNK_noun_2 refinances a mortgage.,NULL,,,FALSE,
Annabel has not shot some signaling protein into null.,NULL,,,FALSE,
A ladder was extending.,2,,,FALSE,
Who is dodging a savanna?,-1,dodge a moving object; savanna is stationary; unless you dodge the savanna as in skirt it,"Object, Physical",FALSE,
6 humans steals an abayah from a retail store.,1,,,FALSE,
A pons will fall a cement carrier ship a lentil.,-3,multiple issues,,FALSE,
A human adult is driving a commodore automobile.,2,,,FALSE,
A care organization will protect a vagina.,2,,,FALSE,
A human doesn't acquire from a feather a table.,1,,,FALSE,
4 human children are not imbibing some semi skimmed milk.,2,,,FALSE,
A human baby is locating an ICU.,-1,baby does not have cognitive capability to locate a complex place like ICU,"HumanAdult, MedicalPerson",FALSE,
An arthropod will not be smelling with some cilantro.,1,,,FALSE,
Bruce will get from 8 middle cerebral arterys null.,NULL,,,FALSE,
A human child befriended a human child.,2,,,FALSE,
Who was conveying with Alexander?,1,,,FALSE,
2 viruss were protecting a virus part.,1,,,FALSE,
A human child ties ten descriptors to a profile wall.,NULL?,,,FALSE,
A vaccinia virus exchanged some anti-parasitic for some hydrophobic lipid tail.,-3,not sure...,,FALSE,
A creek closes.,2,,,FALSE,
An unit of length is strengthenning.,NULL?,,,FALSE,
A biological weapon will suffer a gun barrel a toxic organism.,-3,suffer an explosion; not suffer an object; also indirect object doesnt make sense,,FALSE,
3.83 ton masss of boulder roughens a sculpture.,1,,,FALSE,
A human child won't be tasting some yogurt.,2,,,FALSE,
A human adult inherited a C3 vertebra bone.,1,,,FALSE,
3 snakes are having a food from plant.,1,,,FALSE,
A human is pushing a military organization to a human adult.,1,"literally, can only push objects; figuratively, could be ok, convincing someone about a military org",,FALSE,
A human advertises a teenager to a human child.,-1,"literally advertise an object, not usually a sentient entity",Artifact,FALSE,
A human isn't irrigating a chicken.,1,,,FALSE,
Nine humans was voting.,1,,,FALSE,
A human adult doesn't paint 13.7276 grams of barium.,1,,,FALSE,
A human processes an art work.,2,,,FALSE,
UNK_LAW_2 wrought.,NULL,,,FALSE,
A Fellowship of independent evangelical churches will be uncovering an aquatic mammal.,1,,,FALSE,
A human will be waving with an oat grass.,2,,,FALSE,
Mitchell fished nine ornamental fishes.,1,,,FALSE,
Who won't be playing?,2,,,FALSE,
A clover plant doesn't starve a calf.,2,,,FALSE,
A passenger and cargo ship suffers a contraceptive device a business center.,-3,suffer an ailment,,FALSE,
Some processed milk doesn't hide a tube.,1,,,FALSE,
A human will be inheritting a musical instrument.,2,,,FALSE,
A human is imagining a windstorm.,2,,,FALSE,
Shirley was pipping a hand gun.,2,,,FALSE,
A human adult doesn't locate a river mouth.,2,,,FALSE,
A tire shuted.,-3,shuted? not familiar with word,ShapeChange,FALSE,
3 left distal phalanx IV bones are extending.,2,,,FALSE,
Caitlin will be outraging a human adult.,1,,,FALSE,
A human child indicates a corpuscular object with a window.,-3,indicate that/toward...; also a window cannot demostrate the desired object,Finger,FALSE,
Alcyon plans a military assault.,2,,,FALSE,
Derrick canvass a nation.,2,canvasses,,FALSE,
9 human children stored a solarium.,1,,,FALSE,
An involuntary muscle is firing.,2,,,FALSE,
A human child has not smoked a recording tape.,2,,,FALSE,
A biped pulled a C1 vertebra bone.,1,,,FALSE,
A human child won't be breaking 6 ballots.,2,,,FALSE,
A lower leg has not extended.,2,,,FALSE,
Pauline isn't classifying a set of equations.,2,,,FALSE,
A human child isn't tying a castanet to a sprinkler.,2,,,FALSE,
A LAR unit wasn't trading a military platform with a military squad.,2,,,FALSE,
An employer was not penalising an appeals court.,2,,,FALSE,
A human adult will slice a hijab with a lesser palatine artery.,-3,indirect object: artery is not capable of cutting (but it can be cut),CuttingDevice,FALSE,
Who finds a prison chapel?,2,,,FALSE,
A closet shuts.,2,,,FALSE,
A school was refinancing a mortgage.,2,,,FALSE,
Who was mailing 8 letters?,2,,,FALSE,
A human child won't be producing a livestock.,2,,,FALSE,
A woman has not heard a vocalizing.,1,,,FALSE,
A vertebrate watches at an elbow.,1,an elbow of a pipe,,FALSE,
A man pipped a rifle.,-3,pip?,Egg,FALSE,
A human child was watering a fictional text.,2,fictional text could be book?,,FALSE,
Who is befriending three human youths?,2,,,FALSE,
Some ice vaporises.,2,,,FALSE,
Zero broccolis will divide from an organism.,2,,,FALSE,
A human adult has not vandalised a woody plant.,2,,,FALSE,
Cora ravished Mabel.,2,,,FALSE,
A human will purchase a communication radio a computer memory.,1,purhcase for,,FALSE,
A human was xeroxing a toothbrush.,2,,,FALSE,
Who has not dishonoured a human adult?,2,,,FALSE,
Some biopolymer dissevers from a plant spinose structure.,1,seems plausible but note sure,,FALSE,
Alphonso was purchasing an organism remains a book store.,1,"for a bookstore, from a bookstore",,FALSE,
Sam will reproduce some latte.,2,,,FALSE,
A Baptist church doesn't share a poster a CYFA.,0,"cyfa; ""with"" a object",,FALSE,
Megan will be lending a LAR battalion to null.,NULL,seems ok,,FALSE,
A right metatarsal 1 bone harms a bacillus anthracis.,1,,,FALSE,
A temperature control fires.,2,,,FALSE,
A human youth pours some skimmed milk into a strainer.,2,,,FALSE,
A human adult will vandalise an Independent church.,2,,,FALSE,
Three human children read a a motion picture.,1,implicit is script,,FALSE,
A human child slices a picture frame with a knife.,2,,,FALSE,
A constant quantity strengthens.,1,,,FALSE,
A human adult will not be befriending Ethel.,2,,,FALSE,
A lamb will be jawing 6 reptiles.,1,jaw at,,FALSE,
A warm blooded vertebrate isn't hearing a barking.,2,,,FALSE,
A Union of evangelical churches unveils a seabed area.,1,,,FALSE,
A human child slited an organism remains with a blade.,2,,,FALSE,
Monica was not searching for a some receptor protein.,2,,,FALSE,
Arnold is not vandalizing a weapon.,2,,,FALSE,
A human child will convey a desk to a doctrine.,-1,convey idea to a sentient entity; doctrine is an idea/nonsentient,,FALSE,
Some ice froze.,2,,,FALSE,
A recording company sells some calamari an Airline.,-3,to an airline is ok; otherwise calamari is nonsentient and cannot enter into transaction,,FALSE,
Lucas doesn't convey with Alec.,1,,,FALSE,
A radio receiver was falling some FinishedLumber nine Joint Publications.,-3,?,,FALSE,
Susan was analysing a musical instrument.,2,,,FALSE,
A hoofed mammal doesn't dump an ivory.,2,,,FALSE,
A human doesn't compare a charismatic church.,2,,,FALSE,
A human photocopies a letter.,2,,,FALSE,
10 human adults will be including a finite set.,2,,,FALSE,
A human child will be wading through a river.,2,,,FALSE,
A human baby conveys some receptor protein to a chromosome.,0,maybe ok?,,FALSE,
2 human babys will be reproducing nine factual texts.,-1,baby has limited cognitive capability and cannot choose to reprodoce a complex object,Interpreting,FALSE,
A human adult will not be soldering some steel.,2,,,FALSE,
A human won't be pouring some processed gaot milk into a fluid container.,2,,,FALSE,
Some ice will not be boiling.,2,,,FALSE,
A fish will be imbibing some distilled alcoholic beverage.,1,,,FALSE,
A human child will not be shooting a revolver gun.,2,,,FALSE,
A human will be examining at a superior laryngeal artery.,2,,,FALSE,
A human child is questioning a human child.,2,,,FALSE,
A precise destruction lubricates a drum brake.,0,"oil, liquuid libricate an object; destruction is a concept",,FALSE,
Seven paddy rices are not chilling an estuary.,1,,,FALSE,
A knee was constricting an intermediate cuniform bone.,0,?,,FALSE,
A human borrows from a right IV metacarpal null.,NULL,,,FALSE,
A human adult was shooting a hand gun.,2,,,FALSE,
Lydia was soldering some steel.,2,,,FALSE,
A human adult kicks a cove with a bullet.,-3,"cannot kick a cove (cove is too ""big""); also indirect object is wrong: cannot kick with a bullet but with a foot",Foot,FALSE,
Maggie includes a finite set.,NULL,,,FALSE,
Pete advertises a bathing device to null.,NULL,,,FALSE,
Four lower branches of the space anastomoses arterys nod a vehicle controller.,0,"artery is not sentient, typically only living+sentient things can nod; also cannot nod a vehicle (usually a head)",,FALSE,
A human adult plugged a valid card.,1,,,FALSE,
Four human babys played.,2,,,FALSE,
Abigail steals a freezer from a nation.,1,,,FALSE,
Adriana shows a skeet shooting to null.,NULL,,,FALSE,
6 humans subjects some biologically active substance to null.,NULL,,,FALSE,
A human adult is searching for a an ATM machine.,2,,,FALSE,
5 gastropods smell with a cervical vertebra bone.,-3,smell with a nose; bone cannot connect to brain sense smell,,FALSE,
A human performed.,2,,,FALSE,
A wheel bears the hole.,1,poetic...,,FALSE,
A furniture will be roughenning a gastrocnemius.,-1,furniture can't roughen,,FALSE,
A human child pips a hand gun.,-2,"pips, a small hard seed, doesn't make sense in this sentence",Egg,FALSE,
Bunny will be massaging Duncan.,1,,,FALSE,
A fish will suspire a parrot.,-2,a fish can't breathe a parrot,Oxygen,FALSE,
Sara was painting a ship berth.,2,,,FALSE,
Some unnildecium is firing.,2,,,FALSE,
A human is not lending a joint doctrine to null.,NULL,,,FALSE,
A domestic dog swoped a cutting device with a retail store.,1,,,FALSE,
A human will disburse Roland.,-2,,FinancialInstrument,FALSE,
Who was not controlling Conan?,2,,,FALSE,
8 human children smell with a masseteric artery.,-2,can't smell with a masseteric artery,Nose,FALSE,
A guide book drinks some skimmed milk.,-1,a book can't drink ,Animal,FALSE,
8 human children envisages a probability attribute.,1,,,FALSE,
Who waters a basement?,2,,,FALSE,
A domestic dog will protect a barrier.,2,,,FALSE,
A parrot perceives a biological process.,1,,,FALSE,
A platelet ironed a paper.,-2,a platelet can't iron,"AutonomousAgent, Artifact",FALSE,
5 human children look for a a greeting.,1,,,FALSE,
Anne won't be getting from some espresso null.,NULL,,,FALSE,
Sebastian is not forgiving a subjective emotional feeling to null.,NULL,,,FALSE,
A human child will dodge a hydrometer.,1,,,FALSE,
Who was slicing zero left metatarsal 1 bones with a blade?,-3,sentence structure is strange,,FALSE,
A DVD will bear the hole.,1,,,FALSE,
A human cleaned UNK_LOC_2.,NULL,,,FALSE,
Roger canvass a surface ground area.,2,,,FALSE,
A human baby is peeling a skin from a clostridium perfringens.,-2,can't peel skin from a bacteria,FruitOrVegetable,FALSE,
A steering column lock will be suffering a bronchial artery an auditorium.,-3,sentence doesn't make sense,,FALSE,
A family group will evacuate from a residence.,2,,,FALSE,
Roy poured some skimmed milk into a bottle.,2,,,FALSE,
A buffalo dumps some sheep milk.,-2,buffalo can't dump sheep milk,AutonomousAgent,FALSE,
A gun cylinder inflated with the gas.,2,,,FALSE,
A crustacean doesn't add some sodium lactate.,1,,,FALSE,
Some mutton will be comminuting a cabbage plant.,-3,sentence doesn't make sense,AutonomousAgent,FALSE,
Four human children were not skinning an eyelid from a sheep.,2,,,FALSE,
A ship berth lost a ships hull.,2,,,FALSE,
A self powered road vehicle will support an alveolus a saint louis encephalitis virus.,-3,this sentence has multiple subjects (saint louis and encephalitis virus),,FALSE,
A cheetah substitutes a bottle for a court room.,-2,a cheetah can't substitute,AutonomousAgent,FALSE,
A human adult is slicing a tricep with a blade.,2,,,FALSE,
Walter transforms a constant quantity.,2,,,FALSE,
A hospital organization protects a lid.,1,,,FALSE,
A hen imbibes 15.3 united states gallons of wine.,1,,,FALSE,
A human will be soldering some steel.,2,,,FALSE,
A human adult will loan a doll to null.,NULL,,,FALSE,
A wool won't be roughenning a non flowering plant.,-2,wool can't roughen,AutonomousAgent,FALSE,
A virus single stranded reveals a fungus.,1,,,FALSE,
A bridge was financing 5 medial femoral circumflex descending superficial branch arterys a military installation.,-3,sentence doesn't make sense,,FALSE,
A human adult was sculpting a shrimp.,2,,,FALSE,
Some steam will be boiling.,2,,,FALSE,
A man will be pipping a M3M.,0,,,FALSE,
Roger is breathing a marriage certificate.,-1,can't breathe a marriage certificate,Oxygen,FALSE,
A human will be playing.,2,,,FALSE,
Who will reveal a weather forecast to an airport by runway surface?,-1,doesn't make sense to reveal a forecast to an airport runway surface,"Report, Group",FALSE,
A humerus is dividing from a left intermediate foot phalanx IV bone.,0,,,FALSE,
A constant quantity will strengthen.,2,,,FALSE,
Kellie will be vandalising 18.4 cups of stimulant drug.,1,,,FALSE,
A government has not assailed.,2,,,FALSE,
A human will evince a tire to a man.,1,,,FALSE,
A viral disease infects a neisseria gonorrhoeae.,2,,,FALSE,
A human was comparing a dvd player.,2,,,FALSE,
Who controlled Yvonne?,2,,,FALSE,
A domestic dog will bray 8 beetss.,0,,,FALSE,
A vulture isn't nodding a left radius.,0,,,FALSE,
A human child was reading a a message.,2,,,FALSE,
A bird watches at a turkey bird.,2,,,FALSE,
A human adult was performing.,2,,,FALSE,
A balloon inflated with a coffea arabica.,1,,,FALSE,
Five human children question Susan.,2,,,FALSE,
A viral disease will infect a salmonella typhimurium.,1,,,FALSE,
A child-care service is not damaging a place of commerce.,2,,,FALSE,
Who finds a skull?,2,,,FALSE,
6 human children shoot a shot gun.,2,,,FALSE,
Mitchell regards at an electrocardiogram.,0,,,FALSE,
A mammal was not spraying some skimmed milk.,2,,,FALSE,
A domestic animal drinks some two percent milk.,2,,,FALSE,
Who has not planned a comparing?,2,,,FALSE,
A crocodile is burying a deep circumflex iliac artery.,-2,a crocodile can't bury an artery,AutonomousAgent,FALSE,
A goose hears a barking.,2,,,FALSE,
A tuna doesn't reexamine at some mussel.,-3,a tuna can't examine,AutonomousAgent,FALSE,
A vertebrate will not catch an eukaryotic cell.,2,,,FALSE,
A human child took some substance.,2,,,FALSE,
An Evangelical fellowship of congregational churches will be converting a Methodist church for a business center.,2,,,FALSE,
Nicholas will not be envisaging a south slavic language.,2,,,FALSE,
A deity commands Patrick.,2,,,FALSE,
A human befriends a man.,2,,,FALSE,
A human child is not producing a measuring device.,2,,,FALSE,
A human adult will be posting a collarbone to a nursery.,2,,,FALSE,
Douglas isn't painting a cabbage plant.,2,,,FALSE,
Gordon will be designating a human adult to accomplish UNK_noun_3.,NULL,,,FALSE,
A human will be reproducing a viral core.,0,"""viral core"" is ambiguous",,FALSE,
Six human children voted.,2,,,FALSE,
An unit of information was decreasing.,2,,,FALSE,
A printer combined with some benzodiazepine.,-1,a printer can't combine with a drug,"Physical, Artifact, AutonomousAgent",FALSE,
Milton will be construing a factual text.,2,,,FALSE,
Judith was visitting a vocational school to a Union of evangelical churches.,0,"possibly ""comparing"" would be more clear",,FALSE,
A retail store refinanced a mortgage.,2,,,FALSE,
A human planned an operation planning.,2,,,FALSE,
A football team was interchanging an infantry unit for a geopolitical area.,1,,,FALSE,
An animal switched a flowering plant with a legislative organization.,-2,an animal can't switch a plant with an organization,AutonomousAgent,FALSE,
An outboard engine will choke a locomotive.,-2,an outboard engine can't choke or stall a locomotive,TimeAttribute,FALSE,
A human will combine with 12 ton masss of francium.,1,,,FALSE,
A cattle isn't seeing a black cherry tree.,2,,,FALSE,
Nine human adults doesn't break a text document.,1,,,FALSE,
A human child injects some tranexamic acid into a puppy.,2,,,FALSE,
A human gives 5 currency bills to a human adult.,2,,,FALSE,
Who commands Lilita?,2,,,FALSE,
A livestock will hunt a cattle.,2,,,FALSE,
Zero humans farmed a grape vine.,1,,,FALSE,
Gladys was helping Sylvia.,2,,,FALSE,
Melvin will disburse Allan.,-2,,FinancialInstrument,FALSE,
A human youth ate some tofu.,2,,,FALSE,
A hepatitisB virus passes some urine from a kidney.,2,,,FALSE,
6 octopi catches a turbine.,1,,,FALSE,
A human has not promoted a Chevrolet automobile to null.,NULL,,,FALSE,
5 human adults will dredge a territorial sea.,2,,,FALSE,
Four human babys doesn't perform.,2,,,FALSE,
A human baby reproduces 4 applications.,0,,,FALSE,
Who was pointing 9 hamate bones with a gear tooth?,-1,can't point to bones with a gear tooth,Finger,FALSE,
Seven rodents run a kangaroo.,-3,sentence is strange and unclear,Pursuing,TRUE,
Frances will vandalise a forehead.,2,,,FALSE,
Some ice is freezing.,2,,,FALSE,
Doreen was binding a plant stem to a plant root.,2,,,FALSE,
Stanley canvass a place of worship.,2,,,FALSE,
Constance pointed a telephone with an oboe.,2,,,FALSE,
Judith takes from some stimulant drug null.,NULL,,,FALSE,
A human plans a sexual reproduction.,2,,,FALSE,
A human adult will iron a Bone.,-2,a bone can't be ironed,Fabric,FALSE,
A human child will be reproducing some dough.,1,,,FALSE,
A water vehicle will work.,2,,,FALSE,
A human is not bringing Alcyon to a tea plant.,2,,,FALSE,
A human youth canvased some Spelt flour.,1,"would make more sense if it was ""canvassed for spelt flour""",,FALSE,
A human child treats a lambskin.,2,,,FALSE,
A cub doesn't draw an arm.,2,,,FALSE,
A human adult was not fishing a tuna.,2,,,FALSE,
Who has not submitted an Evangelical church to null?,NULL,,,FALSE,
An OHP transparency is frosting.,0,what is OHP?,,FALSE,
A six cylinder engine will not be combining with a railroad track.,2,,,FALSE,
A human adult was comparing an ethnic group.,2,,,FALSE,
An invertebrate was comprehending an eye.,1,,,FALSE,
A carnivore has not protected a kitten.,2,,,FALSE,
A faecalibacterium prausnitzii was sharing a permanent residence null.,NULL,,,FALSE,
A hoofed mammal will be hearing a thunder.,2,,,FALSE,
