Mona borrowed a left metatarsal 4 bone.,1,,,FALSE
Doug was demonstrating a projectile to a US warrant officer rank.,0,? is warrant officer rank a person?,,FALSE
Max is pullulating a cystic artery.,0,?,,FALSE
Pete finances a bacterium.,-1,finance a project/organization/research,,FALSE
Who was sculpting a posterior inferior cerebellar lateral branch artery?,1,,,FALSE
Who will be locating a goose?,2,,,FALSE
Nora will be charging an air attack missile.,1,if battery powered,,FALSE
Who will realize a cab car?,0,?,,FALSE
Kevin was mailing a game board to a US warrant officer rank.,2,,,FALSE
Morgan releases a rib cage.,2,,,FALSE
Sebastian was not auctioning six sunflowers.,2,,,FALSE
Tracy will be combining a sprinkler.,-1,combine with,,FALSE
Who is kicking six academic degrees?,-1,kick a physical object,,FALSE
Who will be shutting a dome?,2,,,FALSE
Selina will be investing an inferior ulnar collateral ascending branch artery.,-3,invest in; otherwise invest time/currency but artery is not usually curency,,FALSE
Who is locating a cantilever shaft?,2,,,FALSE
Who fortified an occupational trade?,2,,,FALSE
Wendy is downloading a fabric.,-1,download digital entity,,FALSE
Cheryl retrieves a water heater.,2,,,FALSE
Polly protected a volley ball.,2,,,FALSE
UNK_ORG_3 seats Katherine.,NULL,,,FALSE
Burt will reproduce an organ.,2,,,FALSE
Bridget was delivering a brucella bacterium to Audrey.,2,,,FALSE
Angelina was playing a coffea arabica.,-1,"in a theatre production (ok); otherwise, typically play a game/role/instrument",,FALSE
Agatha is protecting Norman.,2,,,FALSE
Karl was transforming a radioactive weapon.,2,,,FALSE
Molly is helping.,2,,,FALSE
Pauline famishes Jocelyn.,1,,,FALSE
Anthony is not distributing 4 branch to popliteus arterys.,-3,indirect object cannot receive a branch,,FALSE
Sylvia doesn't transform a tobacco.,2,,,FALSE
Who interprets a farm building?,2,,,FALSE
Byron disbursed an extracellular enveloped virion vaccinia.,-1,disburse a payment; object is not payment,,FALSE
Guenevere will be reading a table.,2,,,FALSE
Who is refinancing 7 cheetahs?,1,,,FALSE
Amadeus doesn't bombard a sternocleidomastoid artery.,2,,,FALSE
Kelli is moving Tracy.,2,,,FALSE
David will sculpt a fish factory ship.,2,,,FALSE
Who solders an anaerobic exercise device?,1,perhaps ok,,FALSE
Vincent buys an email message from a professional athlete.,1,perhaps ok (blockchain?),,FALSE
Who isn't smoking 9 anterior medial malleolar arterys?,2,,,FALSE
Who buys ten deep femoral arterys from a medical person?,2,,,FALSE
Who was not processing an intercostal branch artery?,2,,,FALSE
Hardy is generating a tick borne encephalitis virus.,2,,,FALSE
Who melted a laser?,2,,,FALSE
Wallace will be bombarding a GAU-15/A machine gun.,2,,,FALSE
Sue treats a transmission.,1,,,FALSE
Cara has not processed a message.,2,,,FALSE
Who is dodging a gun bore?,2,,,FALSE
David will separate a lamb.,2,,,FALSE
Lily ascertains six grapefruits.,1,,,FALSE
Who toyed a dictionary?,0,?,,FALSE
Linda grows a superior gluteal artery.,2,,,FALSE
Who doesn't drive a lower3rd to11th posterior intercostal artery?,1,"drive it in a car, say",,FALSE
Derrick is expressing a vehicle window.,1,"in a painting, say",,FALSE
Sheila is imagining a thermometer.,2,,,FALSE
Ignatius was extending a lateral thoracic artery.,2,,,FALSE
Rob will be binding a deltoid artery to a juniorNCO rank.,-3,indirect object is nonphysical; bind object to physical object,,FALSE
Who is construing a superior pancreaticoduodenal artery?,-1,"construe a concept, not a physical object",,FALSE
Who is working five left inferior nasal conchae bones?,1,working (on)?,,FALSE
Alfonso is submitting a sorghum grain.,2,,,FALSE
Gladys buries a pull-down bed.,2,,,FALSE
Amselm played a right ulna.,-1,"play a game, intsstrument",,FALSE
Who won't distribute an electrical outlet?,2,,,FALSE
Stuart gives Eugene 0 ballots.,2,,,FALSE
Who supported a profession?,2,,,FALSE
Roy assists an electrified railway.,2,,,FALSE
UNK_PERSON_1 poured a transistor.,NULL,,,FALSE
Bill will designate to Casey to paint.,1,designate casey to paint,,FALSE
Who will be auctioning a constrictor snake?,2,,,FALSE
Who evacuates a telephone?,1,,,FALSE
Who breaks a CMV?,0,?,,FALSE
Harold will be combining a mass airflow sensor.,1,combine X with Y; assuming ok from context,,FALSE
Amadeus inspects a military rank.,1,,,FALSE
Who will be stealing a helmet?,2,,,FALSE
Kevin was smoothing 2 worms.,2,,,FALSE
Who expresses a british pound coin?,1,,,FALSE
Judith will not be selling a railcar carrier ship.,2,,,FALSE
Who will be painting a dictionary?,2,,,FALSE
William was producing a fluorescent light fixture.,2,,,FALSE
Roger was not uploading an inmarsat.,2,,,FALSE
Ethel disburses a machine.,0,?,,FALSE
Catherine was closing an oqal.,0,?,,FALSE
Constance doesn't recall a nasal cavity.,1,,,FALSE
Who was drinking a window?,-1,drink liquid,,FALSE
Ignatius raises a salmonella typhimurium.,2,,,FALSE
Jocelyn was driving a fuel atomizer.,-1,drive a vehicle/process/something navigable. fuel atomizer seems non-navigable/movable,,FALSE
Monica is sending a position.,2,,,FALSE
Bob will be pointing a liver.,1,(to) a liver,,FALSE
Adeline bears Murphy.,2,,,FALSE
Who will be sitting a janitor?,1,,,FALSE
Lilian befriends an occupational role.,-1,befriend a sentient entity,,FALSE
Robin is watering a left intermediate foot phalanx II bone.,-1,typically water something living (plant),,FALSE
Andy specified to Bertha to eat.,2,,,FALSE
Jennifer was famishing a US military rank.,-1,famish a living entity,,FALSE
Who doesn't grant a film making profession UNK_GPE_3?,NULL,,,FALSE
Who doesn't share a novel?,2,,,FALSE
Lawrence doesn't designate to an occupational role to cat.,0,?,,FALSE
Dick will not be sharing a heated pool.,2,,,FALSE
Alonso dreams a christian bible.,1,dreams (of),,FALSE
Who will be smelling Tommy?,2,,,FALSE
Marilyn sets a left incus bone.,2,,,FALSE
Who is eating five pay stubs?,-1,typically only eat food,,FALSE
Lucy is putting an occupational domain.,0,?,,FALSE
Oliver will be fishing a mediastinal branch artery.,-3,fish for an item; or just fishing; or fish an item out of a XYZ,,FALSE
Who immunizes a government position?,-1,immunize a living entity,,FALSE
Cora will be planning.,2,,,FALSE
Who roughens a chromotin?,0,?,,FALSE
Jack wasn't matching a manual labor.,-3,"matching intransitive verb ok; as transitive, usually requires two objects",,FALSE
Who will search an air conditioning compressor?,2,,,FALSE
Gordon affixs a lumbar branch artery.,1,,,FALSE
Louis is not massaging an academic degree.,-1,massage a living entity,,FALSE
UNK_PERSON_1 is canvassing a throat.,NULL,,,FALSE
Who will be fishing a sculpture?,-3,fish for an item; or just fishing; or fish an item out of a XYZ,,FALSE
Who has not froze a pay stub?,-1,freeze a liquid or something with liquid,,FALSE
Jason will take an internet access point.,0,?,,FALSE
Inna will not pestle to a secure airfield.,-3,"""pestle to"" is incorrect; pestle a (smallish) object but airfield is too large",,FALSE
Who was not drawing a posterior lateral nasal branch artery?,2,,,FALSE
Stephen will design a machine.,2,,,FALSE
Dalton will be smoking a left lacrimal bone.,1,,,FALSE
Louis was downloading a right true rib 3 bone.,-1,download a digital entity,,FALSE
Cheryl was catching Emily.,2,,,FALSE
Maria is extending an intercostal branch artery.,2,,,FALSE
Who isn't determining to Constance?,-3,"""was determined to go fishing"" is ok; determining to do something; not determine to <object>",,FALSE
Who was pouring a form text?,-1,pour a liquid,,FALSE
Who was envisaging a porous container?,2,,,FALSE
Who falls a modem?,-1,fall a tree,,FALSE
Gerry perceives Ursula.,2,,,FALSE
Ralph is not selling an educational facility to Priscilla.,2,,,FALSE
Who will borrow a clock from Carol?,2,,,FALSE
Randy has not located a manual labor.,1,"remove ""a""",,FALSE
Terence has not wrote a coffee robusta.,-1,written about ok; write a story,,FALSE
Rachel was commanding a manual labor.,-1,"laborer ok; command an entity, not concept",,FALSE
Frances was locating a US military rank.,1,in a list of ranks? ok,,FALSE
Winston was buying a fuel injector from Christopher.,2,,,FALSE
Clarence will punch a basement.,1,typically punch something more specific (basement wall),,FALSE
Who will replace a water vehicle?,2,,,FALSE
Kelli won't control a non commissioned officer rank.,0,?,,FALSE
Alec refers a dual gauge railway.,1,,,FALSE
Cheryl lessened a paddy rice.,1,,,FALSE
Phoebe borrowed some Beech wood.,2,,,FALSE
Bob decreases a red blood cell.,-1,blood cell seems indivisible,,FALSE
Sally was writing a speedometer.,-1,writing about ok; otherwise write a story,,FALSE
Phoebe wasn't injecting Mark with a municipal bond.,-3,inject with a virus/vacine,,FALSE
Carter was evacuating a professional athlete.,2,,,FALSE
Who breathes UNK_GPE_2?,NULL,,,FALSE
Ethel was reducing seven fungivores.,-3,?,,FALSE
Alexander was voting a damper.,-3,?,,FALSE
Sarah was skinning a missile.,-1,skin a potato or something usually to be cooked,,FALSE
Who is assailing an occupational trade?,-1,assail an object; occ. trade a concept,,FALSE
Bill will not give a poodle to a flag officer rank.,0,?,,FALSE
Tommy creates a left humerus.,2,,,FALSE
Evan was sitting a manual labor.,-1,sit a dog; manual laobr a concept,,FALSE
Mike waded a blood cell.,-3,wade through a liquid,,FALSE
Winnie is watering a spinal cord.,-1,water a plant/living entity,,FALSE
Who suffers a climbing carabiner?,-1,suffer an ailment,,FALSE
Who loans a seniorNCO rank a pine tree?,-1,loan a person something; NCO rank is a concept?,,FALSE
Who will be presenting Geoffrey an elephant?,1,(with) an,,FALSE
Violet will seat Marshela.,2,,,FALSE
Vanessa splited a second perforating artery.,1,split,,FALSE
Bridget doesn't beckon to Kate.,2,,,FALSE
Who is massaging ten right distal foot phalanx V bones?,-1,mmassage a living entity,,FALSE
Who will be consuming an amplifier?,-1,amplifier not something a person can consume,,FALSE
Who is burning Patricia?,2,,,FALSE
Gloria closes a wrench.,2,,,FALSE
Josephine is recalling.,2,,,FALSE
Rachel is borrowing a ship cabin.,-1,borrow an item; ship cabin seems not an item,,FALSE
Philip will be sculpting an interosseous recurrent artery.,2,,,FALSE
Morgan refinanced a sculpture.,2,,,FALSE
UNK_ORG_1 will raise a home base.,NULL,,,FALSE
Who will kill Hardy?,2,,,FALSE
Who imbibes two french franc coins?,-1,imbibe a liquid,,FALSE
Ada pours to a bowling lane.,-3,?,,FALSE
Clarence will be burying an artillery gun.,2,,,FALSE
Maggie affixed a jet airplane.,1,could be ok from context,,FALSE
Julia is selling a miniature golf to Benjamin.,1,mini golf course,,FALSE
Amelia doesn't present a flag officer rank a chest or cabinet.,-3,?,,FALSE
Who borrowed a hall from Nora?,-1,borrow an item; hall not an item,,FALSE
Jocelyn dodged 3 dictionaries.,2,,,FALSE
Cinderalla is questioning an artistic occupation.,2,,,FALSE
Geoffrey will be evacuating a field grade officer rank.,2,,,FALSE
Matt doesn't discover an outfit car.,2,,,FALSE
Valentine is kicking a chest muscle.,2,,,FALSE
Who was paying an invasive ventilator?,2,,,FALSE
Who is reproducing a plant branch?,2,,,FALSE
Who was punishing an enlisted soldier rank?,2,,,FALSE
Clarence excretes a lamb.,-2,object is incorrect,,FALSE
James canvass two pulmonary arterys.,-3,canvass in this sentence doesn't make sense to use,,FALSE
Who bought a spring from Cecil?,2,,,FALSE
Lisa will not be processing a vine.,2,,,FALSE
Who will not be finding a truck trailer?,2,,,FALSE
Who was ascertaining?,2,,,FALSE
Who disburses a driveshaft?,1,"""disassembling""",,FALSE
Who won't be selecting Lilita?,2,,,FALSE
Who will read an oesophageal branch artery?,-2,"to read something is to read a text, not arteries",,FALSE
Mariam locates a chain link.,2,,,FALSE
Who mailed a bear to Joan?,2,,,FALSE
Who was turning a dish?,2,,,FALSE
Who doesn't toy a tableware?,2,,,FALSE
Alan was harming Gloria.,2,,,FALSE
Mabel immunised Corinne.,2,,,FALSE
Who will solder a steps?,1,,,FALSE
Melanie has not nodded a right metatarsal 3 bone.,-2,"nodding is to move head up and down or side to side, does not apply to bones",,FALSE
Who doesn't shoot a musician?,2,,,FALSE
Who will be grinding a right triquetral?,2,,,FALSE
Who is uploading an electronic data storage device?,2,,,FALSE
Who will be taking a right lunate?,2,taking in this sentence could be interpretted in a medical sense such as to perform or taking responsibility to study the bone,,FALSE
Who is adding an office building?,2,,,FALSE
Roy attacked an open top railcar.,2,,,FALSE
Who assaults a janitor?,2,,,FALSE
Who respires a rechargeable battery?,2,,,FALSE
Alice will be vaporising an outfit car.,2,,,FALSE
Melody inherits a grenade.,2,,,FALSE
Matilda egests a median sacral artery.,-2,to egest an artery is not correct,,FALSE
Who has not ate nine inferior epigastric arterys?,2,,,FALSE
Rob is minifying a millet grass.,-2,minifying grass is not correct,,FALSE
Priscilla is starving a flag officer rank.,2,,,FALSE
Damian will lose Ignatius.,2,,,FALSE
Who hunted an entertainment profession?,2,,,FALSE
Ingrid finds a doctrine.,2,,,FALSE
Edward shared a voting poll with a desk.,-1,sharing a voting poll with a desk is incorrect,,FALSE
Tina smells a service position.,-2,can't smell a service position,,FALSE
Rowena doesn't taste a WMD weapons research facility.,-2,can't taste a weapons research facility,,FALSE
Brian is planting an intraosseous device.,2,,,FALSE
Ignatius has not borrowed an iliac branch artery from a commissioned officer rank.,1,,,FALSE
Herbert conveys Ingrid.,-3,"it would make more sense as ""conveys to Ingrid""",,FALSE
Who will be uncovering an odometer?,2,,,FALSE
Sam bound Desmond.,2,,,FALSE
Kevin uncovers a left distal foot phalanx V bone.,2,,,FALSE
Who subjects a ladder to Hilda?,-3,,,FALSE
Ida gave a non commissioned officer rank an eggplant.,-3,,,FALSE
Colin doesn't break an anterior lateral malleolar artery.,2,,,FALSE
Daphne is sorting a janitor.,2,,,FALSE
Arnold will borrow a queen insect from a US warrant officer rank.,1,,,FALSE
Calvin was taking a left ossa coxae.,1,,,FALSE
Who will play UNK_NORP_2?,NULL,,,FALSE
Who will be smelling a branch artery to surface of the femur and the knee joint?,0,,,FALSE
Who steals 5 basilar arterys?,1,,,FALSE
Irene was deducting a classroom.,-2,,,FALSE
Cinderalla is running a suprascapular artery.,-2,,,FALSE
Winston will be financing a gun.,2,,,FALSE
Jackie will drive Agatha.,2,,,FALSE
Sam was smelling Terence.,2,,,FALSE
Who was presenting a bed linen?,2,,,FALSE
Winston injects Aaron with a savoy cabbage.,-2,,,FALSE
Who is not ingesting a drivers license?,2,,,FALSE
Who doesn't plug Byron?,-2,,,FALSE
Bob beckoned an artery.,-2,,,FALSE
Ursula will be winking a standard gauge railway.,-2,,,FALSE
Who is not awarding a diode to Hilda?,2,,,FALSE
Audrey was leaving a safety device.,2,,,FALSE
Who located a plasma membrane?,2,,,FALSE
Joan will pestle a chapter.,-2,,,FALSE
Hannah will mail some white oak wood to Abigail.,2,,,FALSE
Neville studied a printer.,2,,,FALSE
Gertrude was loaning a US military rank UNK_NORP_1.,NULL,,,FALSE
Who will be massaging Rosemary?,2,,,FALSE
Burt will be paying a performance bond.,2,,,FALSE
Who will be storing 0 printed sheets?,1,,,FALSE
Claire will be designing a magazine.,2,,,FALSE
Who was reproducing a below the line?,0,,,FALSE
UNK_ORG_2 cyphers a music text.,NULL,,,FALSE
Andy was planning 0 patellae.,2,,,FALSE
Who punches a professional game player?,2,,,FALSE
Who sets a hinge?,2,,,FALSE
Rodney compared a bartender.,2,,,FALSE
Joyce fires an alga.,2,,,FALSE
Karl will evacuate UNK_LAW_1.,NULL,,,FALSE
Boris doesn't set a message.,2,,,FALSE
Who makes a lassa virus?,2,,,FALSE
Philip kills a professional game player.,2,,,FALSE
Who infects a college student position with an airplane?,0,,,FALSE
Rosalind wasn't freezing an aerator.,2,,,FALSE
Who evacuated Bertram?,2,,,FALSE
Who wasn't dredging five sterna?,-2,,,FALSE
Elizabeth will not be mailing UNK_ORG_3 to a commissioned officer rank.,NULL,,,FALSE
Morgan helped a film making profession.,2,,,FALSE
Tony buries a pearl.,2,,,FALSE
Jackie suffers a railcar.,-2,,,FALSE
Pearl will not be working a coccidioides immitis.,0,,,FALSE
Marshela has a window.,2,,,FALSE
Mathew buried some tea twig.,2,,,FALSE
Daphne seats a salivary gland.,-2,,,FALSE
Who specified to UNK_PERSON_2 to blush?,NULL,,,FALSE
Alison doesn't vote a baseball bat.,2,,,FALSE
Edward eats an eastern equine encephalitis virus.,1,,,FALSE
Mabel doesn't borrow 2 posterior spinal ascending branch arterys from Norman.,1,,,FALSE
Bridget punishes an occupational domain.,-2,,,FALSE
Keith will switch a humerus.,2,,,FALSE
Who steals a motorcycle helmet?,2,,,FALSE
Mitch has not recalled a transverse cervical superficial branch artery.,2,,,FALSE
Dolly is getting a maple tree from Carmen.,2,,,FALSE
Who xeroxed an uniform?,-1,,,FALSE
Frances will be planning a left triquetral.,-2,,,FALSE
Who pipped a government position?,-2,,,FALSE
Austin is borrowing a representational art work.,2,,,FALSE
Who has not financed a npn transistor?,2,,,FALSE
Barbara was massaging a flag officer rank.,-2,,,FALSE
Ronald is settling an anatomical structure.,1,,,FALSE
Norma will write a palisade.,-2,,,FALSE
Agatha will not be breaking a receiver device.,2,,,FALSE
Paul was replacing a star network with a spear.,-1,,,FALSE
Emma is unveiling a baseball field.,2,,,FALSE
Paula extends a toothbrush.,2,,,FALSE
Claire was combining a filter.,2,,,FALSE
Who is awarding a general cargo ship to Lisa?,2,,,FALSE
Penny befriends a non commissioned officer rank.,-2,,,FALSE
Who will ideate seven muscles?,2,,,FALSE
Patricia discovered five codecaploid cells.,2,,,FALSE
Max starves Duncan.,2,,,FALSE
Who will sell some sugar?,2,,,FALSE
Judith plans a sphenopalatine artery terminal branch.,,,,FALSE
Edmund is immunising Matt.,2,,,FALSE
Tommy rings a field grade officer rank.,,,,FALSE
Who roughened a telephone handset?,2,,,FALSE
Lucy will be envisaging a left coronary artery.,2,,,FALSE
Ada will be drilling a base.,2,,,FALSE
Penny egests a water heater.,-2,,,FALSE
Who visits UNK_LOC_1?,NULL,,,FALSE
Who will skin some Sapele wood?,2,,,FALSE
Who reproduces a machupo virus?,2,,,FALSE
Who doesn't hear a company grade rank?,,,,FALSE
Isabel thinks a zucchini.,2,,,FALSE
Who was ascertaining?,2,,,FALSE
Raymond will select a valet.,2,,,FALSE
Malcolm will dream a lock.,2,,,FALSE
Marilyn will not comprehend a seed.,2,,,FALSE
Who is hearing a house?,-1,,,FALSE
Jeffrey was giving a bottle to Kellie.,2,,,FALSE
Who won't be taking Constance?,2,,,FALSE
Who won't be searching a profession?,2,,,FALSE
Who will cycle a left capitate?,-2,,,FALSE
Who was protecting a safety position?,2,,,FALSE
Rosalind will commit a tonsillar branch artery.,-2,,,FALSE
Agnes steals an urethra.,1,,,FALSE
Who mails a novel?,2,,,FALSE
Lorna seats a private rank.,-3,,,FALSE
Tim is pouring zero mystery storys.,-3,,,FALSE
Who shouts a file device?,-2,,,FALSE
Stephen will not be voting a DVD.,2,,,FALSE
Who is placing an induction motor?,2,,,FALSE
Kenneth will consume a cell.,1,,,FALSE
Ada is envisaging some walnut wood.,2,,,FALSE
Who dredges a blade?,2,,,FALSE
Gordon will be hearing a sales position.,2,,,FALSE
Ingrid doesn't read a read only memory data storage.,2,,,FALSE
Who compared a non commissioned officer rank?,2,,,FALSE
Allan was forgiving a professional athlete a bathroom.,0,,,FALSE
Rick guides a ballistic missile.,2,,,FALSE
Mariam reproduces a letter.,2,,,FALSE
Who will destine to Frank to sell?,0,,,FALSE
Who is demonstrating a government position with a reptile?,0,,,FALSE
Who is searching a tongue?,2,,,FALSE
Who will translate Evelyn?,0,,,FALSE
Maggie will be having 4 branch to popliteus arterys.,0,,,FALSE
Who will be nodding a refrigerator car?,-1,,,FALSE
Carter respires a security.,-3,respire is to breathe,,FALSE
Who has not lent an obturator artery to Claudia?,2,,,FALSE
William doesn't think zero hearts.,1,,,FALSE
Elvis searched a Joint Publication.,2,,,FALSE
Who is smelling a faucet?,2,,,FALSE
Who was braying a rickettsia rickettsii?,-3,,,FALSE
Katherine canvass a left proximal phalanx II bone.,-2,canvass is related to surveys or political campaigns,,FALSE
Who searches a theater profession?,0,,,FALSE
Morris is planning some pine wood.,2,,,FALSE
