The military person dodges an endomembrane.,-1,dodge a bullet or something that moves; not a part of a body,,FALSE,,,,
Lisa will not be questioning Pamela.,2,,,FALSE,,,,
The cardinal will be including the year duration.,1,,,FALSE,,,,
Joyce borrowed a question.,-1,cannot borrow a question,,FALSE,,,,
The US military rank o6 was taking five lacrymal glands.,-3,cannot take glands that produce tears,,FALSE,,,,
Philip vandalized the law.,-1,vandlize a physical object,,FALSE,,,,
The concierge dreamt the year duration.,1,,,FALSE,,,,
Clarice is burying a leaving.,-1,bury something; not an action i.e leaving,,FALSE,,,,
The human slave infects the tourist.,1,,,FALSE,,,,
Travis will attack Valentine.,2,,,FALSE,,,,
Harry classes a process.,-3,,,FALSE,,,,
The sailor will be infecting the diplomat with a geographic area.,-3," cannot infect with a geographical area, the subject and object are correct",,FALSE,,,,
Who shares the periodical issue?,1,"periodical issue can mean a lot of things; to make complete sense, it has to be specified i.e issue of magazine",,FALSE,,,,
The dancer examined the planet earth.,1,"a dancer can examine planet earth, but does not really make sense why",,FALSE,,,,
The darts player called the writer.,2,,,FALSE,,,,
Who sculptures an organism?,1,an organism cannot really be sculpted,,FALSE,,,,
Lindsay is reproducing the farm hand.,1,a person cannot reproduce land,,FALSE,,,,
The cellist is harming Alvin.,2,,,FALSE,,,,
Who has not sold the year duration to the performer?,1,cannot really sell a year duration unless specified i.e year duration of perfomance,,FALSE,,,,
Patrick grows a number.,-1,numbers cannot be grown,,FALSE,,,,
The economist is not placing a nation.,-3,,,FALSE,,,,
Perkin was transforming a relation.,-3,,,FALSE,,,,
Who will be lubricating a working?,-1,lubricate a physical entity and not an abstract concept,,FALSE,,,,
Who wasn't working a group of people?,1,valid sentence but very incomplete meaning pragamatically,,FALSE,,,,
The Nazi is nodding a geographic area.,-1,nodding a head not an area,,FALSE,,,,
Tim stores a human child.,1,can store a person but pragamatically strange,,FALSE,,,,
Conan loses Ronald.,2,,,FALSE,,,,
The student will suffer a question.,-1,suffer from something like a disease and not a question,,FALSE,,,,
Who will be painting the when?,-3,,,FALSE,,,,
The poker player painted a streetcar.,2,,,FALSE,,,,
Who is choosing?,2,,,FALSE,,,,
Pauline points a subjective assessment attribute to the theologian.,2,,,FALSE,,,,
Mitchell will evaporate a proposition.,-3,,,FALSE,,,,
Who has not fished the year duration?,-1,fish an object not a concept like a year duratio,,FALSE,,,,
The sociologist will be evacuating Edmund.,0,"What is Edmund? Can evacuate Edmund if its a place, if not then it does not make sense",,FALSE,,,,
Winston steals a group of people from Alice.,2,,,FALSE,,,,
The theologian has not pestled a time measure.,-1,pestle a physical entity and not an abstract concept like a time measure,,FALSE,,,,
Who will be reeving a subjective assessment attribute?,-3,just does not make sense,,FALSE,,,,
Dominic won't be hearing Helen.,2,,,FALSE,,,,
The migrant will show a human child.,1,can show a human child but does not make pragmatic sense,,FALSE,,,,
The designer will compact a product.,2,,,FALSE,,,,
The drummer paid a subjective assessment attribute.,-3,just does not make sense,,FALSE,,,,
Who has not canvased a newsprogram?,-1,"canvas with cloth, canvas a physical entity and not an abstract concept",,FALSE,,,,
Diana lubricated a cell.,1,"unlcear what is being lubricated; i.e what type of cell, without context, no pragramatic sense",,FALSE,,,,
The engineer has not cuted a time measure.,-3,,,FALSE,,,,
Bertha will write a linguistic expression.,2,,,FALSE,,,,
The psychologist waters 0 human children.,1,"cannot water children, does not make sense really",,FALSE,,,,
Who seated Cinderalla?,2,,,FALSE,,,,
Fred imagines a container.,2,,,FALSE,,,,
Angelina winks the year duration.,-1,wink an eye not a year,,FALSE,,,,
The plumber is locating the potter.,2,,,FALSE,,,,
Who was not wading an object?,-1,wading in a river or lake or air,,FALSE,,,,
Who borrows a man from Edmund?,1,Edmund needs to be contextualized to make complete sense,,FALSE,,,,
Ida wades an eye.,-1,wading in a river or lake or air,,FALSE,,,,
Who mails a human child?,0,can technically mail a child but does not make complete sense,,FALSE,,,,
Who was setting the exponentiation?,2,,,FALSE,,,,
The college junior doesn't harm Tom.,2,,,FALSE,,,,
The golfer located the US military rank o6.,-1,locate a physical object and not a rank,,FALSE,,,,
Paula squeezes a leaving.,-1,,,FALSE,,,,
Violet inflates a group of people.,-1,inflate a ballon not a group of people,,FALSE,,,,
The dentist isn't stealing an automobile.,2,,,FALSE,,,,
The chairmanJC s will fire an article.,-1,"fire a person, board, committe; not something that does not include  peope",,FALSE,,,,
Roy won't run Pauline.,2,,,FALSE,,,,
Roland was driving a man.,-1,drive a car not a person,,FALSE,,,,
The cellist doesn't freeze an object.,1,pragmatically sort of strange,,FALSE,,,,
Who was not ironning the year duration?,-1,iron physical entity or disagreement not  time duration,,FALSE,,,,
The supreme court judge will recollect.,1,"incomplete meaning; recollect? Bad sentence generally beacuse it does not convey a complete idea, it si ambiguous",,FALSE,,,,
The college junior was drinking an insurance policy.,-1,drink a liquid and not a policy ,,FALSE,,,,
Who will solder a pipeline?,2,,,FALSE,,,,
The public prosecutor dumps a common wheat grain.,1,not very clear in meaning,,FALSE,,,,
Pete was concealing the prince consort.,2,,,FALSE,,,,
The historian sees a fact.,2,,,FALSE,,,,
Who suffers a nation?,-1,suffer from a disease or illness,,FALSE,,,,
Who guided a question?,1,does not make sense but the sentence is correct,,FALSE,,,,
The major won't be locating an art work.,1,The sentence needs to be contextualized to make senes i.e the major has to be a person for it to make sense,,FALSE,,,,
Who will not substitute a woman with a woman?,1,needs to be contextualized to make full sense,,FALSE,,,,
Fred will infect the US military rank o6 with a time measure.,-1, wrong objects; rank o6 and time measure; infect with a disease or virus or bacteria ,,FALSE,,,,
The composer was not borrowing a subjective assessment attribute.,-1,borrow an object,,FALSE,,,,
The full time position will treat a stationary artifact.,-3,,,FALSE,,,,
The paleontologist befriends the boxer.,2,,,FALSE,,,,
Ignatius doesn't run Janice.,2,if run means rule,,FALSE,,,,
The comedian was not drinking to a region.,-1,"drinking to a celebration, victory etc",,FALSE,,,,
Christopher was comparing a group of people.,2,,,FALSE,,,,
Donald starves Alain.,2,,,FALSE,,,,
The terrorist is bombing an occupational trade.,-1,bomb a geogrphical area or place,,FALSE,,,,
Who extends zero organisms?,-1,"extend a deadline, an object etc; not a living organism",,FALSE,,,,
The broker detects UNK_ORG_3.,NULL,,,FALSE,,,,
The gymnast is exhibitting an university.,2,,,FALSE,,,,
The plumber is inheritting a hominid from the clerical secretary.,1,can inherit an animal but a hominid is a very broad term which may or may not make sense in some contexts,,FALSE,,,,
The celebrity doesn't loan the corporal a man.,1,"its possible for a celebrity to lend some of her people to a low ranking military officer in a given context but on its won, it may read as nonsense ",,FALSE,,,,
Who will be bombing Valentine?,1,can bomb valentine if valentine is a person or place,,FALSE,,,,
Brooke suspires a GAU12U.,-3,"surprise a person, do not know what GAU12U",,FALSE,,,,
The paleontologist found a fermentation.,1,find an object or person or animal not a process; fermentation is a process,,FALSE,,,,
Aileen will be searching the plumber.,2,,,FALSE,,,,
Tina is evacuating Hamish.,2,,,FALSE,,,,
Bonnie is xeroxing the past.,2,,,FALSE,,,,
Who has not smelt Martin?,2,,,FALSE,,,,
The dentist will comminute an industrial plant.,2,"can reduce an industrial plant to minute particles, how? I do not know if that matters",,FALSE,,,,
Geraldine will kill the darts player.,2,,,FALSE,,,,
Who will be recalling?,2,,,FALSE,,,,
The car racing driver has not refinanced a personal watercraft.,2,,,FALSE,,,,
Alice was smelling Bonnie.,2,,,FALSE,,,,
The migrant will be shooting the waiter with a translocation.,-3,indirect object not correct,,FALSE,,,,
The pope was lubing to a city.,-1,lubing a mechanical component; city is too large/nonphysical,,FALSE,,,,
Who stores the year duration?,-1,store an object; year duraition is a concept,,FALSE,,,,
The footballer plans an enveloped virus.,-1,plan an event (nonphysical) concept; do not plan a physical entity,,FALSE,,,,
The US military rank o6 is giving the film director a L4 vertebra bone.,1,"guessing US militray rank is referring to a person, not the concept of a rank",,FALSE,,,,
The consul will render a geographic area.,2,,,FALSE,,,,
Milton reproduces a mobile cell phone.,2,,,FALSE,,,,
Harold attacks a reasoning.,2,,,FALSE,,,,
The waiter reproduces an intentional process.,2,,,FALSE,,,,
Ursula will inflate the periodical issue.,2,as an editor adding more text?...,,FALSE,,,,
The dentist consumed a question.,-1,"odd; could metaphrically mean answer a question, but typically consume an object not a nonphyscial entity",,FALSE,,,,
The Astronaut was remembering.,2,,,FALSE,,,,
The dentist doesn't compare the coach.,2,,,FALSE,,,,
Who sculptured a translocation?,1,,,FALSE,,,,
Sebastian will be ringing the secretary of the interior.,2,,,FALSE,,,,
The government secretary doesn't penalize the go player.,2,,,FALSE,,,,
The car racing driver closes a wind surfing board.,-1,"close a door or somethign that can be/is open; wind surf board not ""open"" unless possibly it is getting constructed",,FALSE,,,,
The composer located the day duration.,-1,locate a physical entity; day duration is nonphysical,,FALSE,,,,
The scientist was posting an organization.,2,,,FALSE,,,,
Who is planning a hominid?,1,planning making a design of a hominid?,,FALSE,,,,
The US military rank special is nodding a forty five foot container.,-1,nod head; contained is not controlled/body part of the ranking officer,,FALSE,,,,
Who will assist the saxophonist?,2,,,FALSE,,,,
Who has not assaulted Geoffrey?,2,,,FALSE,,,,
The permanent representative disbursed a kitchen.,1,,,FALSE,,,,
The queen shoots the US military rank e3.,-1,,,FALSE,,,,
Malcolm compresses a number.,2,,,FALSE,,,,
Conan operated a water area.,-1,operate a machine; water area has no obviously operable component,,FALSE,,,,
Dorothy doesn't interview Valentine.,2,,,FALSE,,,,
Who will be specifying to the criminal to kill?,2,,,FALSE,,,,
Herbert kills the linguist.,2,,,FALSE,,,,
The consumer won't interview Adriana.,2,,,FALSE,,,,
Who was dodging a working?,-1,dodge an object; the gerund working is a process/concept,,FALSE,,,,
Keith is pouring a putting.,-1,pour a liquid; putting is not correct (pudding?? could be ok) ,,FALSE,,,,
Who calls the store owner?,2,,,FALSE,,,,
Melanie downloads a group of people.,-1,download something digital; group of ppl is nondigitial,,FALSE,,,,
Andy consumes a religious service.,2,,,FALSE,,,,
The broker smelt a currency.,2,,,FALSE,,,,
The musical conductor is cleaning a right distal phalanx III bone.,2,,,FALSE,,,,
The performer will rede a group.,1,"odd word for ""advise""",,FALSE,,,,
Who will be finding?,2,,,FALSE,,,,
The joint forces land commander isn't borrowing a moss from Veronica.,1,,,FALSE,,,,
The pope won't be hiding Patrick.,2,,,FALSE,,,,
The composer kicked a group of people.,2,,,FALSE,,,,
The sailor is bearing a week.,-1,bear a burden or something negative connotation; week is neutral,,FALSE,,,,
The terrorist will be envenomming the day duration.,-1,envenom a physical entity; day duration is nonphysical,,FALSE,,,,
Who is suffering a subjective assessment attribute?,NULL?,,,FALSE,,,,
Who isn't toying the day duration?,-1,toy (with) a physical entity; day duration is nonphysical,,FALSE,,,,
UNK_PERSON_2 is forgiving Joseph the past.,NULL,"""(for) the past"" would be ok",,FALSE,,,,
Who pulled a geographic area?,-1,pull a physical object; geographic area is a nonphysical concept,,FALSE,,,,
William auctioneers a group.,1,usually add indirect object,,FALSE,,,,
The cellist was wading a time measure.,-1,wade through a liquid (physical entity); time measure is nonphysical concept,,FALSE,,,,
Hannah takes a time point.,0,"is time point a measurement? if so, can take a measruement, so ok",,FALSE,,,,
Carl will be driving a human child.,1,usually add indirect object in this context,,FALSE,,,,
The diplomatic agent will assist the secretary of the interior.,2,,,FALSE,,,,
Who nods an eye?,0,"may be ok, usually nod head, but nodding an eye could be like winking",,FALSE,,,,
The performer is running the college sophomore.,-1,"run a race or an event (concept), colllege sophomore is a phsyical entity, not concept",,FALSE,,,,
Victoria will borrow the chemical equilibrium.,-1,borrow a physical object; chem equil is a concept,,FALSE,,,,
The consumer was firing a home base.,-1,fire a projectile or weapon or employee or something movable; home base is (usually) stationary,,FALSE,,,,
The draftsman will be starving Derek.,2,,,FALSE,,,,
The Nazi swaps a leaving.,-1,swap a physical object; leaving is a nonphysical concept,,FALSE,,,,
Who will be smoking an intentional process?,-1,smoke a physical object; process is a nonphysical concept,,FALSE,,,,
Maurice is emptying a physical system.,2,,,FALSE,,,,
The deacon will acquire a putting.,0,what is putting?,,FALSE,,,,
The theologian is envisaging a recreation or exercise.,2,,,FALSE,,,,
Alphonso has not noticed the vice president.,2,,,FALSE,,,,
Who concealed a time measure?,1,,,FALSE,,,,
The founder drinks a college.,-1,drink a liquid; college iss a nonphysical concept,,FALSE,,,,
Gary doesn't poison an organism.,2,,,FALSE,,,,
Brooke will not be perceiving a legal action.,1,,,FALSE,,,,
The confederate soldier will dump a cuneiform bone.,2,,,FALSE,,,,
Irene is not reexamining a Seagull outboard.,0,outboard?,,FALSE,,,,
Who refinances a group of people?,1,"if group of ppl is a company, ok; otherwise odd as typically refinance objects/loans/financial assets",,FALSE,,,,
The US military rank e9 doesn't interpret some DNA molecule.,-2,,,FALSE,,,,
The comedian will lift a man.,2,,,FALSE,,,,
Who reproduces the exponentiation?,2,,,FALSE,,,,
The game referee interviewed Christian.,2,,,FALSE,,,,
The baseball player was driving an ear.,-1,"drive a vehicle or movable object; but could work with an indirect object eg driving an ear to the hospital (if it ""fell off"")",,FALSE,,,,
Wallace will not canvas a stationary artifact.,-1,canvas a locale or group of sentients; artifact is a nonsentient object,,FALSE,,,,
The business person doesn't reproduce a subjective assessment attribute.,NULL?,(subjective assessment attribute?),,FALSE,,,,
Alfonso won't harm the spokesperson.,2,,,FALSE,,,,
The geologist will be falling a day.,-1,falling a day behind could be ok (metaphorical though); fall otherwise usually refers to a phyiscal object (tree) but day is nonphyiscal concept,,FALSE,,,,
Rick was losing the employee.,1,,,FALSE,,,,
The chaplain will buy a fermentation from Alice.,2,,,FALSE,,,,
The unemployed person has not pressed a man.,2,,,FALSE,,,,
Melinda nodded 5.09 feus of water.,-1,nod head; water is not gesticulable,,FALSE,,,,
The lawyer is ducking a translocation.,-1,duck a physical object; translocation is nonphysical concept,,FALSE,,,,
The Queen regnant was burying a lateral inferior genicular artery.,2,,,FALSE,,,,
The clerical secretary was inflating a shot gun.,0,maybe this is how shotgun works?,,FALSE,,,,
Amanda doesn't understand Edmund.,2,,,FALSE,,,,
The prime minister doesn't locate the snooker player.,2,,,FALSE,,,,
The part timer will be creating a purchase order.,2,,,FALSE,,,,
The human slave was voting a residence.,1,voting for,,FALSE,,,,
The anthropologist will dream 5 fictional texts.,1,"dream of, dream up",,FALSE,,,,
The US military rank e1 is loaning a right false rib 8 bone to the Joint Task Force Commander.,-2,,,FALSE,,,,
Who will be purchasing an intentional process?,-1,purchase a phyiscal object; intentional process is a nonphysical concept,,FALSE,,,,
The engineer was ascertaining a limb.,1,,,FALSE,,,,
The historian was bombarding Geraldine.,2,,,FALSE,,,,
The porter located a day.,-1,-1,,FALSE,,,,
Agnes protects an area measure.,-2,protect a person or area not an abstract concept like area measure; technically can protect values or norms too,,FALSE,,,,
The president of the united states will ingest an exhaust manifold.,-3,,,FALSE,,,,
The subunified commander will take a maple tree.,-3,,,FALSE,,,,
The anthropologist invested the year duration.,-2,invest money or property not period of time,,FALSE,,,,
Who sits Ralph?,-3,,,FALSE,,,,
Who isn't vaccinating Catherine?,-3,,,FALSE,,,,
The employee will steal a human child.,1,can steal a person but does mto make complete sense,,FALSE,,,,
Who steals a girl from Walter?,1,,,FALSE,,,,
Who is not dumping a girl?,1,,,FALSE,,,,
Florence will design a computer.,2,,,FALSE,,,,
Who will be pipping the government secretary?,-1,,,FALSE,,,,
The porter is reexamining a canadian dollar coin.,2,,,FALSE,,,,
The US military rank o8 doesn't shout a meningeal branch of vertebral artery.,-2,The subject is suppose to be a person,,FALSE,,,,
The solo singer masticates a npn transistor.,-1,masticate food,,FALSE,,,,
Who has not comprehended a nation?,-3,simply does not make any sense,,FALSE,,,,
Who will not solder a question?,1,solder means something else,,FALSE,,,,
Winston will sell a subjective assessment attribute.,-3,,,FALSE,,,,
The writer was chilling a day.,-1,,,FALSE,,,,
The database administrator was questioning Alphonso.,2,,,FALSE,,,,
Who is constricting an eye?,1,,,FALSE,,,,
Jeffrey is rendering the farm hand.,-3,need indirect object,,FALSE,,,,
The abbot won't be eating an organism.,2,,,FALSE,,,,
The film producer was paying a tire.,1,pay (for),,FALSE,,,,
Daisy will be kicking a group of people.,2,,,FALSE,,,,
The clerical secretary will be mailing Michael eight breadfruits.,2,,,FALSE,,,,
The king penalized Gertrude.,2,,,FALSE,,,,
Teresa doesn't ideate a smoking device.,1,,,FALSE,,,,
Who chooses?,2,,,FALSE,,,,
Who planted a translocation?,-1,plant a seed,,FALSE,,,,
Helen will toy the living.,1,toy with,,FALSE,,,,
Carl was exchanging a position with an intentional process.,-3,indirect object: exchange something with an entity,,FALSE,,,,
The architect will observe a history.,1,"remove ""a""",,FALSE,,,,
Who will not dredge a fictional text?,-1,dredge a lake,,FALSE,,,,
The researcher has not attacked Martin.,2,,,FALSE,,,,
Who sets to Alicia?,2,voleybal,,FALSE,,,,
The consul performs a limb.,-1,perform an action,,FALSE,,,,
The prime minister planned.,2,,,FALSE,,,,
The journalist will translate a number.,1,,,FALSE,,,,
Who will not water the year duration?,-1,water a living organism,,FALSE,,,,
Alison auctions a day.,-1,auction an item,,FALSE,,,,
Who will not be ducking a woman?,-1,duck an object,,FALSE,,,,
Gordon is pressing the when.,-3,?,,FALSE,,,,
compound objects capable of being combined i.e substances or materials? groups of people can be compounded?,-1,compound a material/subsance,,FALSE,,,,
Who won't be determining a geographic area?,1,could be ok w context,,FALSE,,,,
Ada smells a translocation.,-1,smell an object; translocation is a concept,,FALSE,,,,
The artist sculpts a painted picture.,2,,,FALSE,,,,
The US military rank o6 chews an outboard motor.,1,chew (on) object; odd,,FALSE,,,,
The US military rank o3 has not subjected an adrenal gland.,-3,needs indirect object,,FALSE,,,,
The civilian internee is inheritting a right distal foot phalanx IV bone.,1,odd,,FALSE,,,,
The economist wasn't dumping to a nation.,-1,dump a physical object; nation is concept,,FALSE,,,,
Mathew has not poured a putting.,-1,pour a liquid,,FALSE,,,,
Seth was smelling a subjective assessment attribute.,NULL?,,,FALSE,,,,
The subunified commander was granting a piano to Grace.,2,,,FALSE,,,,
The police officer doesn't see Phyllis.,2,,,FALSE,,,,
The plumber will release the monk.,2,,,FALSE,,,,
The darts player is injecting the king with a network resource.,-1,"inject with virus, liquid",,FALSE,,,,
Lucy remembers a man.,2,,,FALSE,,,,
The US military rankW o3 will be finding the cricketer.,-1,,,FALSE,,,,
The college junior wasn't hunting a key.,1,hunt (for),,FALSE,,,,
Who heard the go player?,2,,,FALSE,,,,
Sonya will mash the farm hand.,2,,,FALSE,,,,
Who is infecting Kelli with the year duration?,-1,infect with disease,,FALSE,,,,
The consul doesn't partake the day duration.,-1,partake in an activity,,FALSE,,,,
The US military rank o7 added a superior gluteal deep branch artery.,-1,,,FALSE,,,,
Who lifted to a nation?,-1,lift an object; nation is a concept,,FALSE,,,,
Clarence is transforming the chemical equilibrium.,2,,,FALSE,,,,
Lawrence bombards the geologist.,2,,,FALSE,,,,
Who will not be attacking the captain officer?,2,,,FALSE,,,,
Roy was closing an investing.,1,investment,,FALSE,,,,
The consul will not be imbibing a week.,-1,imbibe a liquid; week a concept,,FALSE,,,,
Stephen will relinquish the prisoner of war.,2,,,FALSE,,,,
The writer will boil a woman.,1,odd,,FALSE,,,,
Bruce will be locating the designer.,2,,,FALSE,,,,
The abbot will roughen a day.,-1,roughen a physical object; day a concept,,FALSE,,,,
Desmond will subject a region.,-3,"""subject"" needs an indirect object",,FALSE,,,,
Who isn't shooting the bishop?,2,,,FALSE,,,,
Amanda was closing an argument.,2,,,FALSE,,,,
Daphne will be driving an indicating.,-1,dirve a vehicle,,FALSE,,,,
The US military rank o6 kicks an unpowered vehicle.,-1,,,FALSE,,,,
The ally was punishing the Queen consort.,2,,,FALSE,,,,
Gertrude doesn't award a translocation to Inna.,-1,award an object or distinction; translocation a concept,,FALSE,,,,
